2014-12-05 19:00:15,254 - root - INFO - Training....
2014-12-05 19:00:15,346 - gensim.models.word2vec - INFO - collecting all words and their counts
2014-12-05 19:00:23,775 - gensim.models.word2vec - DEBUG - putting job #430 in the queue, qsize=2
2014-12-05 19:00:23,783 - gensim.models.word2vec - DEBUG - putting job #431 in the queue, qsize=2
2014-12-05 19:00:23,795 - gensim.models.word2vec - DEBUG - putting job #432 in the queue, qsize=2
2014-12-05 19:00:23,806 - gensim.models.word2vec - DEBUG - putting job #433 in the queue, qsize=2
2014-12-05 19:00:23,817 - gensim.models.word2vec - INFO - PROGRESS: at 28.63% words, alpha 0.01786, 145267 words/s
2014-12-05 19:00:23,819 - gensim.models.word2vec - DEBUG - putting job #434 in the queue, qsize=2
2014-12-05 19:00:23,828 - gensim.models.word2vec - DEBUG - putting job #435 in the queue, qsize=2
2014-12-05 19:00:23,840 - gensim.models.word2vec - DEBUG - putting job #436 in the queue, qsize=2
2014-12-05 19:00:23,852 - gensim.models.word2vec - DEBUG - putting job #437 in the queue, qsize=2
2014-12-05 19:00:23,862 - gensim.models.word2vec - DEBUG - putting job #438 in the queue, qsize=2
2014-12-05 19:00:23,873 - gensim.models.word2vec - DEBUG - putting job #439 in the queue, qsize=2
2014-12-05 19:00:23,884 - gensim.models.word2vec - DEBUG - putting job #440 in the queue, qsize=2
2014-12-05 19:00:23,895 - gensim.models.word2vec - DEBUG - putting job #441 in the queue, qsize=2
2014-12-05 19:00:23,906 - gensim.models.word2vec - DEBUG - putting job #442 in the queue, qsize=2
2014-12-05 19:00:23,918 - gensim.models.word2vec - DEBUG - putting job #443 in the queue, qsize=2
2014-12-05 19:00:23,930 - gensim.models.word2vec - DEBUG - putting job #444 in the queue, qsize=2
2014-12-05 19:00:23,941 - gensim.models.word2vec - DEBUG - putting job #445 in the queue, qsize=2
2014-12-05 19:00:23,953 - gensim.models.word2vec - DEBUG - putting job #446 in the queue, qsize=2
2014-12-05 19:00:23,965 - gensim.models.word2vec - DEBUG - putting job #447 in the queue, qsize=2
2014-12-05 19:00:23,977 - gensim.models.word2vec - DEBUG - putting job #448 in the queue, qsize=2
2014-12-05 19:00:23,986 - gensim.models.word2vec - DEBUG - putting job #449 in the queue, qsize=2
2014-12-05 19:00:24,002 - gensim.models.word2vec - DEBUG - putting job #450 in the queue, qsize=2
2014-12-05 19:00:24,013 - gensim.models.word2vec - DEBUG - putting job #451 in the queue, qsize=2
2014-12-05 19:00:24,027 - gensim.models.word2vec - DEBUG - putting job #452 in the queue, qsize=2
2014-12-05 19:00:24,038 - gensim.models.word2vec - DEBUG - putting job #453 in the queue, qsize=2
2014-12-05 19:00:24,048 - gensim.models.word2vec - DEBUG - putting job #454 in the queue, qsize=2
2014-12-05 19:00:24,060 - gensim.models.word2vec - DEBUG - putting job #455 in the queue, qsize=2
2014-12-05 19:00:24,071 - gensim.models.word2vec - DEBUG - putting job #456 in the queue, qsize=2
2014-12-05 19:00:24,081 - gensim.models.word2vec - DEBUG - putting job #457 in the queue, qsize=2
2014-12-05 19:00:24,094 - gensim.models.word2vec - DEBUG - putting job #458 in the queue, qsize=2
2014-12-05 19:00:24,109 - gensim.models.word2vec - DEBUG - putting job #459 in the queue, qsize=2
2014-12-05 19:00:24,128 - gensim.models.word2vec - DEBUG - putting job #460 in the queue, qsize=2
2014-12-05 19:00:24,143 - gensim.models.word2vec - DEBUG - putting job #461 in the queue, qsize=2
2014-12-05 19:00:24,153 - gensim.models.word2vec - DEBUG - putting job #462 in the queue, qsize=2
2014-12-05 19:00:24,168 - gensim.models.word2vec - DEBUG - putting job #463 in the queue, qsize=2
2014-12-05 19:00:24,179 - gensim.models.word2vec - DEBUG - putting job #464 in the queue, qsize=2
2014-12-05 19:00:24,190 - gensim.models.word2vec - DEBUG - putting job #465 in the queue, qsize=2
2014-12-05 19:00:24,203 - gensim.models.word2vec - DEBUG - putting job #466 in the queue, qsize=2
2014-12-05 19:00:24,218 - gensim.models.word2vec - DEBUG - putting job #467 in the queue, qsize=2
2014-12-05 19:00:24,228 - gensim.models.word2vec - DEBUG - putting job #468 in the queue, qsize=2
2014-12-05 19:00:24,239 - gensim.models.word2vec - DEBUG - putting job #469 in the queue, qsize=2
2014-12-05 19:00:24,252 - gensim.models.word2vec - DEBUG - putting job #470 in the queue, qsize=2
2014-12-05 19:00:24,261 - gensim.models.word2vec - DEBUG - putting job #471 in the queue, qsize=2
2014-12-05 19:00:24,273 - gensim.models.word2vec - DEBUG - putting job #472 in the queue, qsize=2
2014-12-05 19:00:24,284 - gensim.models.word2vec - DEBUG - putting job #473 in the queue, qsize=2
2014-12-05 19:00:24,299 - gensim.models.word2vec - DEBUG - putting job #474 in the queue, qsize=2
2014-12-05 19:00:24,313 - gensim.models.word2vec - DEBUG - putting job #475 in the queue, qsize=2
2014-12-05 19:00:24,323 - gensim.models.word2vec - DEBUG - putting job #476 in the queue, qsize=2
2014-12-05 19:00:24,335 - gensim.models.word2vec - DEBUG - putting job #477 in the queue, qsize=2
2014-12-05 19:00:24,350 - gensim.models.word2vec - DEBUG - putting job #478 in the queue, qsize=2
2014-12-05 19:00:24,359 - gensim.models.word2vec - DEBUG - putting job #479 in the queue, qsize=2
2014-12-05 19:00:24,369 - gensim.models.word2vec - DEBUG - putting job #480 in the queue, qsize=2
2014-12-05 19:00:24,379 - gensim.models.word2vec - DEBUG - putting job #481 in the queue, qsize=2
2014-12-05 19:00:24,391 - gensim.models.word2vec - DEBUG - putting job #482 in the queue, qsize=2
2014-12-05 19:00:24,404 - gensim.models.word2vec - DEBUG - putting job #483 in the queue, qsize=2
2014-12-05 19:00:24,416 - gensim.models.word2vec - DEBUG - putting job #484 in the queue, qsize=2
2014-12-05 19:00:24,426 - gensim.models.word2vec - DEBUG - putting job #485 in the queue, qsize=2
2014-12-05 19:00:24,438 - gensim.models.word2vec - DEBUG - putting job #486 in the queue, qsize=2
2014-12-05 19:00:24,449 - gensim.models.word2vec - DEBUG - putting job #487 in the queue, qsize=2
2014-12-05 19:00:24,458 - gensim.models.word2vec - DEBUG - putting job #488 in the queue, qsize=2
2014-12-05 19:00:24,468 - gensim.models.word2vec - DEBUG - putting job #489 in the queue, qsize=2
2014-12-05 19:00:24,478 - gensim.models.word2vec - DEBUG - putting job #490 in the queue, qsize=2
2014-12-05 19:00:24,491 - gensim.models.word2vec - DEBUG - putting job #491 in the queue, qsize=2
2014-12-05 19:00:24,502 - gensim.models.word2vec - DEBUG - putting job #492 in the queue, qsize=2
2014-12-05 19:00:24,514 - gensim.models.word2vec - DEBUG - putting job #493 in the queue, qsize=2
2014-12-05 19:00:24,526 - gensim.models.word2vec - DEBUG - putting job #494 in the queue, qsize=2
2014-12-05 19:00:24,536 - gensim.models.word2vec - DEBUG - putting job #495 in the queue, qsize=2
2014-12-05 19:00:24,549 - gensim.models.word2vec - DEBUG - putting job #496 in the queue, qsize=2
2014-12-05 19:00:24,561 - gensim.models.word2vec - DEBUG - putting job #497 in the queue, qsize=2
2014-12-05 19:00:24,574 - gensim.models.word2vec - DEBUG - putting job #498 in the queue, qsize=2
2014-12-05 19:00:24,584 - gensim.models.word2vec - DEBUG - putting job #499 in the queue, qsize=2
2014-12-05 19:00:24,599 - gensim.models.word2vec - DEBUG - putting job #500 in the queue, qsize=2
2014-12-05 19:00:24,610 - gensim.models.word2vec - DEBUG - putting job #501 in the queue, qsize=2
2014-12-05 19:00:24,620 - gensim.models.word2vec - DEBUG - putting job #502 in the queue, qsize=2
2014-12-05 19:00:24,633 - gensim.models.word2vec - DEBUG - putting job #503 in the queue, qsize=2
2014-12-05 19:00:24,643 - gensim.models.word2vec - DEBUG - putting job #504 in the queue, qsize=2
2014-12-05 19:00:24,655 - gensim.models.word2vec - DEBUG - putting job #505 in the queue, qsize=2
2014-12-05 19:00:24,666 - gensim.models.word2vec - DEBUG - putting job #506 in the queue, qsize=2
2014-12-05 19:00:24,679 - gensim.models.word2vec - DEBUG - putting job #507 in the queue, qsize=2
2014-12-05 19:00:24,689 - gensim.models.word2vec - DEBUG - putting job #508 in the queue, qsize=2
2014-12-05 19:00:24,700 - gensim.models.word2vec - DEBUG - putting job #509 in the queue, qsize=2
2014-12-05 19:00:24,714 - gensim.models.word2vec - DEBUG - putting job #510 in the queue, qsize=2
2014-12-05 19:00:24,727 - gensim.models.word2vec - DEBUG - putting job #511 in the queue, qsize=2
2014-12-05 19:00:24,737 - gensim.models.word2vec - DEBUG - putting job #512 in the queue, qsize=2
2014-12-05 19:00:24,749 - gensim.models.word2vec - DEBUG - putting job #513 in the queue, qsize=2
2014-12-05 19:00:24,760 - gensim.models.word2vec - DEBUG - putting job #514 in the queue, qsize=2
2014-12-05 19:00:24,771 - gensim.models.word2vec - DEBUG - putting job #515 in the queue, qsize=2
2014-12-05 19:00:24,785 - gensim.models.word2vec - DEBUG - putting job #516 in the queue, qsize=2
2014-12-05 19:00:24,796 - gensim.models.word2vec - DEBUG - putting job #517 in the queue, qsize=2
2014-12-05 19:00:24,809 - gensim.models.word2vec - DEBUG - putting job #518 in the queue, qsize=2
2014-12-05 19:00:24,820 - gensim.models.word2vec - INFO - PROGRESS: at 34.28% words, alpha 0.01645, 144971 words/s
2014-12-05 19:00:24,822 - gensim.models.word2vec - DEBUG - putting job #519 in the queue, qsize=2
2014-12-05 19:00:24,836 - gensim.models.word2vec - DEBUG - putting job #520 in the queue, qsize=2
2014-12-05 19:00:24,848 - gensim.models.word2vec - DEBUG - putting job #521 in the queue, qsize=2
2014-12-05 19:00:24,860 - gensim.models.word2vec - DEBUG - putting job #522 in the queue, qsize=2
2014-12-05 19:00:24,872 - gensim.models.word2vec - DEBUG - putting job #523 in the queue, qsize=2
2014-12-05 19:00:24,884 - gensim.models.word2vec - DEBUG - putting job #524 in the queue, qsize=2
2014-12-05 19:00:24,896 - gensim.models.word2vec - DEBUG - putting job #525 in the queue, qsize=2
2014-12-05 19:00:24,909 - gensim.models.word2vec - DEBUG - putting job #526 in the queue, qsize=2
2014-12-05 19:00:24,921 - gensim.models.word2vec - DEBUG - putting job #527 in the queue, qsize=2
2014-12-05 19:00:24,938 - gensim.models.word2vec - DEBUG - putting job #528 in the queue, qsize=2
2014-12-05 19:00:24,949 - gensim.models.word2vec - DEBUG - putting job #529 in the queue, qsize=2
2014-12-05 19:00:24,962 - gensim.models.word2vec - DEBUG - putting job #530 in the queue, qsize=2
2014-12-05 19:00:24,972 - gensim.models.word2vec - DEBUG - putting job #531 in the queue, qsize=2
2014-12-05 19:00:24,982 - gensim.models.word2vec - DEBUG - putting job #532 in the queue, qsize=2
2014-12-05 19:00:24,993 - gensim.models.word2vec - DEBUG - putting job #533 in the queue, qsize=2
2014-12-05 19:00:25,004 - gensim.models.word2vec - DEBUG - putting job #534 in the queue, qsize=2
2014-12-05 19:00:25,013 - gensim.models.word2vec - DEBUG - putting job #535 in the queue, qsize=2
2014-12-05 19:00:25,024 - gensim.models.word2vec - DEBUG - putting job #536 in the queue, qsize=2
2014-12-05 19:00:25,035 - gensim.models.word2vec - DEBUG - putting job #537 in the queue, qsize=2
2014-12-05 19:00:25,044 - gensim.models.word2vec - DEBUG - putting job #538 in the queue, qsize=2
2014-12-05 19:00:25,053 - gensim.models.word2vec - DEBUG - putting job #539 in the queue, qsize=2
2014-12-05 19:00:25,062 - gensim.models.word2vec - DEBUG - putting job #540 in the queue, qsize=2
2014-12-05 19:00:25,075 - gensim.models.word2vec - DEBUG - putting job #541 in the queue, qsize=2
2014-12-05 19:00:25,085 - gensim.models.word2vec - DEBUG - putting job #542 in the queue, qsize=2
2014-12-05 19:00:25,098 - gensim.models.word2vec - DEBUG - putting job #543 in the queue, qsize=2
2014-12-05 19:00:25,108 - gensim.models.word2vec - DEBUG - putting job #544 in the queue, qsize=2
2014-12-05 19:00:25,118 - gensim.models.word2vec - DEBUG - putting job #545 in the queue, qsize=2
2014-12-05 19:00:25,133 - gensim.models.word2vec - DEBUG - putting job #546 in the queue, qsize=2
2014-12-05 19:00:25,144 - gensim.models.word2vec - DEBUG - putting job #547 in the queue, qsize=2
2014-12-05 19:00:25,155 - gensim.models.word2vec - DEBUG - putting job #548 in the queue, qsize=2
2014-12-05 19:00:25,166 - gensim.models.word2vec - DEBUG - putting job #549 in the queue, qsize=2
2014-12-05 19:00:25,181 - gensim.models.word2vec - DEBUG - putting job #550 in the queue, qsize=2
2014-12-05 19:00:25,192 - gensim.models.word2vec - DEBUG - putting job #551 in the queue, qsize=2
2014-12-05 19:00:25,203 - gensim.models.word2vec - DEBUG - putting job #552 in the queue, qsize=2
2014-12-05 19:00:25,217 - gensim.models.word2vec - DEBUG - putting job #553 in the queue, qsize=2
2014-12-05 19:00:25,228 - gensim.models.word2vec - DEBUG - putting job #554 in the queue, qsize=2
2014-12-05 19:00:25,243 - gensim.models.word2vec - DEBUG - putting job #555 in the queue, qsize=2
2014-12-05 19:00:25,258 - gensim.models.word2vec - DEBUG - putting job #556 in the queue, qsize=2
2014-12-05 19:00:25,270 - gensim.models.word2vec - DEBUG - putting job #557 in the queue, qsize=2
2014-12-05 19:00:25,283 - gensim.models.word2vec - DEBUG - putting job #558 in the queue, qsize=2
2014-12-05 19:00:25,294 - gensim.models.word2vec - DEBUG - putting job #559 in the queue, qsize=2
2014-12-05 19:00:25,305 - gensim.models.word2vec - DEBUG - putting job #560 in the queue, qsize=2
2014-12-05 19:00:25,317 - gensim.models.word2vec - DEBUG - putting job #561 in the queue, qsize=2
2014-12-05 19:00:25,330 - gensim.models.word2vec - DEBUG - putting job #562 in the queue, qsize=2
2014-12-05 19:00:25,341 - gensim.models.word2vec - DEBUG - putting job #563 in the queue, qsize=2
2014-12-05 19:00:25,357 - gensim.models.word2vec - DEBUG - putting job #564 in the queue, qsize=2
2014-12-05 19:00:25,369 - gensim.models.word2vec - DEBUG - putting job #565 in the queue, qsize=2
2014-12-05 19:00:25,381 - gensim.models.word2vec - DEBUG - putting job #566 in the queue, qsize=2
2014-12-05 19:00:25,395 - gensim.models.word2vec - DEBUG - putting job #567 in the queue, qsize=2
2014-12-05 19:00:25,407 - gensim.models.word2vec - DEBUG - putting job #568 in the queue, qsize=2
2014-12-05 19:00:25,422 - gensim.models.word2vec - DEBUG - putting job #569 in the queue, qsize=2
2014-12-05 19:00:25,434 - gensim.models.word2vec - DEBUG - putting job #570 in the queue, qsize=2
2014-12-05 19:00:25,444 - gensim.models.word2vec - DEBUG - putting job #571 in the queue, qsize=2
2014-12-05 19:00:25,456 - gensim.models.word2vec - DEBUG - putting job #572 in the queue, qsize=2
2014-12-05 19:00:25,468 - gensim.models.word2vec - DEBUG - putting job #573 in the queue, qsize=2
2014-12-05 19:00:25,482 - gensim.models.word2vec - DEBUG - putting job #574 in the queue, qsize=2
2014-12-05 19:00:25,491 - gensim.models.word2vec - DEBUG - putting job #575 in the queue, qsize=2
2014-12-05 19:00:25,500 - gensim.models.word2vec - DEBUG - putting job #576 in the queue, qsize=2
2014-12-05 19:00:25,511 - gensim.models.word2vec - DEBUG - putting job #577 in the queue, qsize=2
2014-12-05 19:00:25,521 - gensim.models.word2vec - DEBUG - putting job #578 in the queue, qsize=2
2014-12-05 19:00:25,530 - gensim.models.word2vec - DEBUG - putting job #579 in the queue, qsize=2
2014-12-05 19:00:25,540 - gensim.models.word2vec - DEBUG - putting job #580 in the queue, qsize=2
2014-12-05 19:00:25,550 - gensim.models.word2vec - DEBUG - putting job #581 in the queue, qsize=2
2014-12-05 19:00:25,562 - gensim.models.word2vec - DEBUG - putting job #582 in the queue, qsize=2
2014-12-05 19:00:25,573 - gensim.models.word2vec - DEBUG - putting job #583 in the queue, qsize=2
2014-12-05 19:00:25,585 - gensim.models.word2vec - DEBUG - putting job #584 in the queue, qsize=2
2014-12-05 19:00:25,596 - gensim.models.word2vec - DEBUG - putting job #585 in the queue, qsize=2
2014-12-05 19:00:25,609 - gensim.models.word2vec - DEBUG - putting job #586 in the queue, qsize=2
2014-12-05 19:00:25,625 - gensim.models.word2vec - DEBUG - putting job #587 in the queue, qsize=2
2014-12-05 19:00:25,636 - gensim.models.word2vec - DEBUG - putting job #588 in the queue, qsize=2
2014-12-05 19:00:25,648 - gensim.models.word2vec - DEBUG - putting job #589 in the queue, qsize=2
2014-12-05 19:00:25,659 - gensim.models.word2vec - DEBUG - putting job #590 in the queue, qsize=2
2014-12-05 19:00:25,669 - gensim.models.word2vec - DEBUG - putting job #591 in the queue, qsize=2
2014-12-05 19:00:25,682 - gensim.models.word2vec - DEBUG - putting job #592 in the queue, qsize=2
2014-12-05 19:00:25,695 - gensim.models.word2vec - DEBUG - putting job #593 in the queue, qsize=2
2014-12-05 19:00:25,707 - gensim.models.word2vec - DEBUG - putting job #594 in the queue, qsize=2
2014-12-05 19:00:25,717 - gensim.models.word2vec - DEBUG - putting job #595 in the queue, qsize=2
2014-12-05 19:00:25,727 - gensim.models.word2vec - DEBUG - putting job #596 in the queue, qsize=2
2014-12-05 19:00:25,738 - gensim.models.word2vec - DEBUG - putting job #597 in the queue, qsize=2
2014-12-05 19:00:25,749 - gensim.models.word2vec - DEBUG - putting job #598 in the queue, qsize=2
2014-12-05 19:00:25,759 - gensim.models.word2vec - DEBUG - putting job #599 in the queue, qsize=2
2014-12-05 19:00:25,769 - gensim.models.word2vec - DEBUG - putting job #600 in the queue, qsize=2
2014-12-05 19:00:25,780 - gensim.models.word2vec - DEBUG - putting job #601 in the queue, qsize=2
2014-12-05 19:00:25,790 - gensim.models.word2vec - DEBUG - putting job #602 in the queue, qsize=2
2014-12-05 19:00:25,800 - gensim.models.word2vec - DEBUG - putting job #603 in the queue, qsize=2
2014-12-05 19:00:25,811 - gensim.models.word2vec - DEBUG - putting job #604 in the queue, qsize=2
2014-12-05 19:00:25,823 - gensim.models.word2vec - INFO - PROGRESS: at 40.14% words, alpha 0.01498, 145521 words/s
2014-12-05 19:00:25,825 - gensim.models.word2vec - DEBUG - putting job #605 in the queue, qsize=2
2014-12-05 19:00:25,836 - gensim.models.word2vec - DEBUG - putting job #606 in the queue, qsize=2
2014-12-05 19:00:25,846 - gensim.models.word2vec - DEBUG - putting job #607 in the queue, qsize=2
2014-12-05 19:00:25,856 - gensim.models.word2vec - DEBUG - putting job #608 in the queue, qsize=2
2014-12-05 19:00:25,866 - gensim.models.word2vec - DEBUG - putting job #609 in the queue, qsize=2
2014-12-05 19:00:25,876 - gensim.models.word2vec - DEBUG - putting job #610 in the queue, qsize=2
2014-12-05 19:00:25,887 - gensim.models.word2vec - DEBUG - putting job #611 in the queue, qsize=2
2014-12-05 19:00:25,898 - gensim.models.word2vec - DEBUG - putting job #612 in the queue, qsize=2
2014-12-05 19:00:25,908 - gensim.models.word2vec - DEBUG - putting job #613 in the queue, qsize=2
2014-12-05 19:00:25,920 - gensim.models.word2vec - DEBUG - putting job #614 in the queue, qsize=2
2014-12-05 19:00:25,929 - gensim.models.word2vec - DEBUG - putting job #615 in the queue, qsize=2
2014-12-05 19:00:25,942 - gensim.models.word2vec - DEBUG - putting job #616 in the queue, qsize=2
2014-12-05 19:00:25,952 - gensim.models.word2vec - DEBUG - putting job #617 in the queue, qsize=2
2014-12-05 19:00:25,965 - gensim.models.word2vec - DEBUG - putting job #618 in the queue, qsize=2
2014-12-05 19:00:25,978 - gensim.models.word2vec - DEBUG - putting job #619 in the queue, qsize=2
2014-12-05 19:00:25,990 - gensim.models.word2vec - DEBUG - putting job #620 in the queue, qsize=2
2014-12-05 19:00:26,001 - gensim.models.word2vec - DEBUG - putting job #621 in the queue, qsize=2
2014-12-05 19:00:26,016 - gensim.models.word2vec - DEBUG - putting job #622 in the queue, qsize=2
2014-12-05 19:00:26,027 - gensim.models.word2vec - DEBUG - putting job #623 in the queue, qsize=2
2014-12-05 19:00:26,038 - gensim.models.word2vec - DEBUG - putting job #624 in the queue, qsize=2
2014-12-05 19:00:26,057 - gensim.models.word2vec - DEBUG - putting job #625 in the queue, qsize=2
2014-12-05 19:00:26,067 - gensim.models.word2vec - DEBUG - putting job #626 in the queue, qsize=2
2014-12-05 19:00:26,077 - gensim.models.word2vec - DEBUG - putting job #627 in the queue, qsize=2
2014-12-05 19:00:26,091 - gensim.models.word2vec - DEBUG - putting job #628 in the queue, qsize=2
2014-12-05 19:00:26,103 - gensim.models.word2vec - DEBUG - putting job #629 in the queue, qsize=2
2014-12-05 19:00:26,115 - gensim.models.word2vec - DEBUG - putting job #630 in the queue, qsize=2
2014-12-05 19:00:26,129 - gensim.models.word2vec - DEBUG - putting job #631 in the queue, qsize=2
2014-12-05 19:00:26,138 - gensim.models.word2vec - DEBUG - putting job #632 in the queue, qsize=2
2014-12-05 19:00:26,147 - gensim.models.word2vec - DEBUG - putting job #633 in the queue, qsize=2
2014-12-05 19:00:26,157 - gensim.models.word2vec - DEBUG - putting job #634 in the queue, qsize=2
2014-12-05 19:00:26,167 - gensim.models.word2vec - DEBUG - putting job #635 in the queue, qsize=2
2014-12-05 19:00:26,177 - gensim.models.word2vec - DEBUG - putting job #636 in the queue, qsize=2
2014-12-05 19:00:26,187 - gensim.models.word2vec - DEBUG - putting job #637 in the queue, qsize=2
2014-12-05 19:00:26,199 - gensim.models.word2vec - DEBUG - putting job #638 in the queue, qsize=2
2014-12-05 19:00:26,210 - gensim.models.word2vec - DEBUG - putting job #639 in the queue, qsize=2
2014-12-05 19:00:26,220 - gensim.models.word2vec - DEBUG - putting job #640 in the queue, qsize=2
2014-12-05 19:00:26,230 - gensim.models.word2vec - DEBUG - putting job #641 in the queue, qsize=2
2014-12-05 19:00:26,239 - gensim.models.word2vec - DEBUG - putting job #642 in the queue, qsize=2
2014-12-05 19:00:26,251 - gensim.models.word2vec - DEBUG - putting job #643 in the queue, qsize=2
2014-12-05 19:00:26,262 - gensim.models.word2vec - DEBUG - putting job #644 in the queue, qsize=2
2014-12-05 19:00:26,272 - gensim.models.word2vec - DEBUG - putting job #645 in the queue, qsize=2
2014-12-05 19:00:26,281 - gensim.models.word2vec - DEBUG - putting job #646 in the queue, qsize=2
2014-12-05 19:00:26,292 - gensim.models.word2vec - DEBUG - putting job #647 in the queue, qsize=2
2014-12-05 19:00:26,303 - gensim.models.word2vec - DEBUG - putting job #648 in the queue, qsize=2
2014-12-05 19:00:26,314 - gensim.models.word2vec - DEBUG - putting job #649 in the queue, qsize=2
2014-12-05 19:00:26,325 - gensim.models.word2vec - DEBUG - putting job #650 in the queue, qsize=2
2014-12-05 19:00:26,336 - gensim.models.word2vec - DEBUG - putting job #651 in the queue, qsize=2
2014-12-05 19:00:26,347 - gensim.models.word2vec - DEBUG - putting job #652 in the queue, qsize=2
2014-12-05 19:00:26,358 - gensim.models.word2vec - DEBUG - putting job #653 in the queue, qsize=2
2014-12-05 19:00:26,371 - gensim.models.word2vec - DEBUG - putting job #654 in the queue, qsize=2
2014-12-05 19:00:26,382 - gensim.models.word2vec - DEBUG - putting job #655 in the queue, qsize=2
2014-12-05 19:00:26,393 - gensim.models.word2vec - DEBUG - putting job #656 in the queue, qsize=2
2014-12-05 19:00:26,405 - gensim.models.word2vec - DEBUG - putting job #657 in the queue, qsize=2
2014-12-05 19:00:26,420 - gensim.models.word2vec - DEBUG - putting job #658 in the queue, qsize=2
2014-12-05 19:00:26,437 - gensim.models.word2vec - DEBUG - putting job #659 in the queue, qsize=2
2014-12-05 19:00:26,454 - gensim.models.word2vec - DEBUG - putting job #660 in the queue, qsize=2
2014-12-05 19:00:26,465 - gensim.models.word2vec - DEBUG - putting job #661 in the queue, qsize=2
2014-12-05 19:00:26,476 - gensim.models.word2vec - DEBUG - putting job #662 in the queue, qsize=2
2014-12-05 19:00:26,487 - gensim.models.word2vec - DEBUG - putting job #663 in the queue, qsize=2
2014-12-05 19:00:26,498 - gensim.models.word2vec - DEBUG - putting job #664 in the queue, qsize=2
2014-12-05 19:00:26,507 - gensim.models.word2vec - DEBUG - putting job #665 in the queue, qsize=2
2014-12-05 19:00:26,517 - gensim.models.word2vec - DEBUG - putting job #666 in the queue, qsize=2
2014-12-05 19:00:26,529 - gensim.models.word2vec - DEBUG - putting job #667 in the queue, qsize=2
2014-12-05 19:00:26,542 - gensim.models.word2vec - DEBUG - putting job #668 in the queue, qsize=2
2014-12-05 19:00:26,552 - gensim.models.word2vec - DEBUG - putting job #669 in the queue, qsize=2
2014-12-05 19:00:26,570 - gensim.models.word2vec - DEBUG - putting job #670 in the queue, qsize=2
2014-12-05 19:00:26,580 - gensim.models.word2vec - DEBUG - putting job #671 in the queue, qsize=2
2014-12-05 19:00:26,591 - gensim.models.word2vec - DEBUG - putting job #672 in the queue, qsize=2
2014-12-05 19:00:26,603 - gensim.models.word2vec - DEBUG - putting job #673 in the queue, qsize=2
2014-12-05 19:00:26,615 - gensim.models.word2vec - DEBUG - putting job #674 in the queue, qsize=2
2014-12-05 19:00:26,627 - gensim.models.word2vec - DEBUG - putting job #675 in the queue, qsize=2
2014-12-05 19:00:26,641 - gensim.models.word2vec - DEBUG - putting job #676 in the queue, qsize=2
2014-12-05 19:00:26,651 - gensim.models.word2vec - DEBUG - putting job #677 in the queue, qsize=2
2014-12-05 19:00:26,668 - gensim.models.word2vec - DEBUG - putting job #678 in the queue, qsize=2
2014-12-05 19:00:26,684 - gensim.models.word2vec - DEBUG - putting job #679 in the queue, qsize=2
2014-12-05 19:00:26,695 - gensim.models.word2vec - DEBUG - putting job #680 in the queue, qsize=2
2014-12-05 19:00:26,705 - gensim.models.word2vec - DEBUG - putting job #681 in the queue, qsize=2
2014-12-05 19:00:26,719 - gensim.models.word2vec - DEBUG - putting job #682 in the queue, qsize=2
2014-12-05 19:00:26,734 - gensim.models.word2vec - DEBUG - putting job #683 in the queue, qsize=2
2014-12-05 19:00:26,745 - gensim.models.word2vec - DEBUG - putting job #684 in the queue, qsize=2
2014-12-05 19:00:26,758 - gensim.models.word2vec - DEBUG - putting job #685 in the queue, qsize=2
2014-12-05 19:00:26,770 - gensim.models.word2vec - DEBUG - putting job #686 in the queue, qsize=2
2014-12-05 19:00:26,782 - gensim.models.word2vec - DEBUG - putting job #687 in the queue, qsize=2
2014-12-05 19:00:26,793 - gensim.models.word2vec - DEBUG - putting job #688 in the queue, qsize=2
2014-12-05 19:00:26,804 - gensim.models.word2vec - DEBUG - putting job #689 in the queue, qsize=2
2014-12-05 19:00:26,815 - gensim.models.word2vec - DEBUG - putting job #690 in the queue, qsize=2
2014-12-05 19:00:26,825 - gensim.models.word2vec - INFO - PROGRESS: at 45.86% words, alpha 0.01355, 145521 words/s
2014-12-05 19:00:26,828 - gensim.models.word2vec - DEBUG - putting job #691 in the queue, qsize=2
2014-12-05 19:00:26,840 - gensim.models.word2vec - DEBUG - putting job #692 in the queue, qsize=2
2014-12-05 19:00:26,853 - gensim.models.word2vec - DEBUG - putting job #693 in the queue, qsize=2
2014-12-05 19:00:26,866 - gensim.models.word2vec - DEBUG - putting job #694 in the queue, qsize=2
2014-12-05 19:00:26,880 - gensim.models.word2vec - DEBUG - putting job #695 in the queue, qsize=2
2014-12-05 19:00:26,893 - gensim.models.word2vec - DEBUG - putting job #696 in the queue, qsize=2
2014-12-05 19:00:26,907 - gensim.models.word2vec - DEBUG - putting job #697 in the queue, qsize=2
2014-12-05 19:00:26,920 - gensim.models.word2vec - DEBUG - putting job #698 in the queue, qsize=2
2014-12-05 19:00:26,931 - gensim.models.word2vec - DEBUG - putting job #699 in the queue, qsize=2
2014-12-05 19:00:26,945 - gensim.models.word2vec - DEBUG - putting job #700 in the queue, qsize=2
2014-12-05 19:00:26,957 - gensim.models.word2vec - DEBUG - putting job #701 in the queue, qsize=2
2014-12-05 19:00:26,967 - gensim.models.word2vec - DEBUG - putting job #702 in the queue, qsize=2
